"region_depart","province_depart","etat_depart","sousetat_depart","amiraute_depart","port_depart","outdate_fixed","port_destination","partner_balance_1789","partner_balance_supp_1789","pointcall_province","substate_destination","state_destination","ship_id","ship_name","captain_name","homeport_state_1789_fr","homeport_substate_1789_fr","homeport_toponyme_fr","homeport_province","commodity_standardized_fr","commodity_standardized2_fr","commodity_standardized3_fr","commodity_standardized4_fr","taxe_amount01","taxe_amount02","taxe_amount03","tonnage","tonnage_unit","tonnage_class","ship_flag_standardized_fr"
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-09-10,Padstow,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0002145N",Robert et Marie,"Pearce, James",Grande-Bretagne,Angleterre,Padstow,,Lest,,,,450,135,0,"40",tx,[21-50],britannique
Normandie,Normandie,France,,Le Havre,Le Havre,1787-04-03,Côte d'Angole,Portugal,Etranger,,colonies portugaises d'Afrique,Portugal,"0007370N",Trois freres,"Drouet, Philippe François",France,,Le Havre,Normandie,,,,,549,1 830,0,"250",tx,[201-500],français
Bretagne,Bretagne,France,,Saint-Malo,Saint-Malo,1787-07-11,Jersey,Angleterre,Etranger,,Iles anglo-normandes,Grande-Bretagne,"0012473N",Saint Jean,"Quatre Sols, Dominique",France,,Saint-Malo,Bretagne,Blé,Farine,,,240,72,0,"8",tx,[1-20],français
Picardie,Picardie,France,,Saint-Valéry-sur-Somme,Saint-Valery-sur-Somme,1787-03-24,Whitby,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0003895N",Elizabeth,"Lowes, Ant.",,,,,,,,,1 188,135,450,"33",tx,[21-50],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-06-23,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0012165N",May Flour,Brown,,,,,,,,,450,135,0,"2",tx,[1-20],britannique
Aunis-Saintonge-Poitou,Aunis,France,,La Rochelle,Tonnay-Charente,1787-07-23,Londres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0008131N",Espèrance,"Alkinson, Richard",Grande-Bretagne,Angleterre,Londres,,,,,,480,0,0,"100",tx,[51-100],britannique
Roussillon,Roussillon,France,,Collioure,Le Canet,1787-04-14,Espagne méditerranéenne,Espagne,Etranger,,,Espagne,"0002067N",Saint Pierre Martir,"Barniole, Migel",Espagne,,Vilassar,,,,,,60,18,0,"60",quintaux,[1-20],"Espagne, undeterminé"
Normandie,Normandie,France,,Dieppe,Dieppe,1787-07-13,Amsterdam,Hollande,Etranger,,Hollande,Provinces-Unies,"0002772N",Jeune Jeanne,"Kelder, Jean Reclof P.",,,,,,,,,390,117,0,"85",tx,[51-100],hollandais
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-11-20,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001543N",Boulogne Cutter,Richards,,,,,,,,,450,135,0,"2",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-02-25,Hollande,Hollande,Etranger,,Hollande,Provinces-Unies,"0001646N",Demoiselle Catherine,"Spanderman, Cornelis",,,,,Futailles vides,,,,450,135,0,"30",tx,[21-50],hollandais
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-11-18,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001637N",Fox,"Sanders, William",,,,,,,,,135,450,0,"2",tx,[1-20],britannique
Normandie,Normandie,France,,Le Havre,Le Havre,1787-07-13,Tønsberg,Danemark,Etranger,,Norvège,Danemark,"0001671N",Anne Marie,"Holm, Hans",Danemark,Norvège,Moss,,,,,,1 830,549,0,"120",tx,[101-200],danois
Aunis-Saintonge-Poitou,Aunis,France,,La Rochelle,Saint-Martin-de-Ré,1787-08-17,Bergue ,Danemark,Etranger,,Norvège,Danemark,"0013940N",Emanuel,"Holterman, Hans",Danemark,Norvège,Bergue ,,Sel,,,,480,0,0,"38",tx,[21-50],danois
Normandie,Normandie,France,,Le Havre,Le Havre,1787-07-20,Alexandria,Etats-Unis,Etranger,,Virginie,Etats-Unis d'Amérique,"0010527N",Molly,"Quirck, Richard",,,,,,,,,549,1 830,0,"300",tx,[201-500],
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-04-19,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0009860N",Good Intent,Chilty,Grande-Bretagne,Angleterre,Deal,,,,,,135,450,0,"2",tx,[1-20],britannique
Normandie,Normandie,France,,Dieppe,Dieppe,1787-12-22,Nice,,Etranger,,,Royaume de Piémont-Sardaigne,"0001341N",Impromptu,"Courtin, Michel",France,,Dieppe,Normandie,,,,,549,1 830,0,"90",tx,[51-100],français
Isles de Corse,Isles de Corse,France,,Bastia,Bastia,1787-05-10,Italie,,Etranger,,,multi-Etat,"0003049N",Saint Jean Evangeliste,"Antoni, François",,,,,,,,,600,0,0,,,,français
Picardie,Picardie,France,,Calais,Calais,1787-02-26,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0004084N",Princesse,"Ratcliff, John",Grande-Bretagne,Angleterre,Douvres,,,,,,765,135,2 550,"34",tx,[21-50],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-02-26,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001987N",Good Intent,Curleen,,,,,,,,,135,450,0,"2",tx,[1-20],britannique
Bretagne,Bretagne,France,,Lorient,Lorient,1787-06-08,Liverpool,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0009571N",Union,"Cunnings, William",Grande-Bretagne,Angleterre,Liverpool,,Lest,,,,732,0,0,"80",tx,[51-100],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-11-13,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000778N",Stephen & Mary,Parsons,Grande-Bretagne,Angleterre,Chatham ,,,,,,135,450,0,"12",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-08-04,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0003903N",Peggy,"Bronton, Mathew",Grande-Bretagne,Angleterre,Rye,,,,,,135,450,0,"12",tx,[1-20],britannique
Normandie,Normandie,France,,Le Havre,Le Havre,1787-04-25,Arendal,Danemark,Etranger,,Norvège,Danemark,"0010389N",Neptune Galaix,"Dietrichsen, Maurits",,,,,,,,,1 830,549,0,"220",tx,[201-500],danois
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-04-04,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000792N",Badmap,"Kingsford, Jean",Grande-Bretagne,Angleterre,Deal,,,,,,135,450,0,"12",tx,[1-20],britannique
Aunis-Saintonge-Poitou,Saintonge,France,,Marennes,Marennes,1787-10-12,Bilbao,Espagne,Etranger,,,Espagne,"0006321N",Notre Dame de Bégogne,"De Aresby, Jean Antoine",Espagne,,Plencia,,,,,,1 800,540,0,"65",tx,[51-100],"Espagne, undeterminé"
Normandie,Normandie,France,,Rouen,Rouen,1787-09-21,Cadix,Espagne,Etranger,,,Espagne,"0010637N",Amédée Theodore,"Doucet, Leger",,,,,,,,,117,390,0,"145",tx,[101-200],français
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-07-08,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0003205N",Nancy,"Baker, Dick",,,,,,,,,450,135,0,"2",tx,[1-20],britannique
Picardie,Picardie,France,,Calais,Calais,1787-06-13,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001068N",Henrietta,"Sayer, Thomas",Grande-Bretagne,Angleterre,Douvres,,,,,,540,135,1 800,"24",tx,[21-50],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-06-16,Norvège,Danemark,Etranger,,Norvège,Danemark,"0009027N",Emmanuel,"Torsen, Lars",Danemark,Norvège,Moss,,Lest,,,,450,135,0,"101",tx,[101-200],danois
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-09-18,Hambourg,Quatre villes hanséatiques,Etranger,,,Hambourg,"0007826N",Dame Rebeca,"Eytman, Hinrich",Hambourg,,Hambourg,,Sucre,Café,,,5 286,13 620,3 405,"227",tx,[201-500],hambourgeois
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-06-27,Îles Féroé,Danemark,Etranger,,,Danemark,"0000719N",Betty,"Watson, James",,,,,,,,,450,135,0,"12",tx,[1-20],britannique
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-03-15,Copenhague ,Danemark,Etranger,,,Danemark,"0013344N",Vonhemert,"Thorsen, Johan",,,,,Vin,,,,2 250,15 000,3 750,"250",tx,[201-500],danois
Bretagne,Bretagne,France,,Saint-Malo,Saint-Malo,1787-12-14,Jersey,Angleterre,Etranger,,Iles anglo-normandes,Grande-Bretagne,"0006712N",Jeannette,"Nabat, Joseph",France,,Saint-Malo,Bretagne,Diverses marchandises,Farine,,,240,72,0,"9",tx,[1-20],français
Picardie,Picardie,France,,Calais,Calais,1787-08-20,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001373N",Necker,"Amon, Robert",Grande-Bretagne,Angleterre,Douvres,,,,,,900,135,270,"12",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-01-19,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001630N",Black Boat,Pocock,,,,,,,,,450,135,0,"2",tx,[1-20],britannique
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-07-27,Virginie,Etats-Unis,Etranger,,Virginie,Etats-Unis d'Amérique,"0012032N",Nestor,"Robertson, Jacques",Grande-Bretagne,Ecosse,Glasgow,,Lest,,,,18 600,2 250,7 650,"310",tx,[201-500],britannique
Picardie,Picardie,France,,Calais,Calais,1787-09-19,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000795N",Hardwick,"Clarck, Edward",Grande-Bretagne,Angleterre,Douvres,,,,,,450,2 400,135,"32",tx,[21-50],britannique
Aunis-Saintonge-Poitou,Saintonge,France,,Marennes,Marennes,1787-05-02,Dordrecht ,Hollande,Etranger,,Hollande,Provinces-Unies,"0008148N",Gentie Namies,"De Jonge, Everts",Provinces-Unies,Frise,Lemmer,,Sel,,,,144,480,0,"199",tx,[101-200],hollandais
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-02-28,Katwijk,Hollande,Etranger,,Hollande,Provinces-Unies,"0002868N",Jeune Singe,"Genyt, Floris",Provinces-Unies,Hollande,Katwijk,,,,,,135,450,0,"12",tx,[1-20],hollandais
Normandie,Normandie,France,,Dieppe,Dieppe,1787-08-16,Brighton,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000974N",Prince Guillaume Henry,"Withe, John",,,,,,,,,390,117,0,"50",tx,[21-50],britannique
Bretagne,Bretagne,France,,Nantes,Nantes,1787-02-13,Cadix,Espagne,Etranger,,,Espagne,"0007158N",Caprice,"Praud, Jacques François",France,,Bourgneuf,Bretagne,,,,,1 800,540,0,"80",tx,[51-100],français
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-01-12,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001313N",Liberté,"Snaker, Abraham",Grande-Bretagne,Angleterre,Deal,,,,,,135,450,0,"12",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-09-22,Amsterdam,Hollande,Etranger,,Hollande,Provinces-Unies,"0002275N",Johannes,"Schouten, Jean",Provinces-Unies,Hollande,Amsterdam,,,,,,450,135,0,"80",tx,[51-100],hollandais
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-02-01,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000111N",Lark,"Jones, John",,,,,,,,,450,135,0,"12",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-01-16,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000361N",Joseph,"Pigge, Daniel",Grande-Bretagne,Angleterre,Douvres,,,,,,450,135,0,"12",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-06-29,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000745N",Henniker,Hammond,Grande-Bretagne,Angleterre,Douvres,,Passagers,,,,450,135,0,"20",tx,[1-20],britannique
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-09-18,Hambourg,Quatre villes hanséatiques,Etranger,,,Hambourg,"0000713N",Deux Freres,"Geerdes, Claas",Hambourg,,Hambourg,,Café,Sucre,,,15 600,3 900,600,"260",tx,[201-500],hambourgeois
Guyenne,Guyenne,France,,Bayonne,Bayonne,1787-07-25,Saint-Sébastien,Espagne,Etranger,,,Espagne,"0008544N",Jeannette,"Goyetche, François",France,,Bayonne,Guyenne,Eau-de-vie,,,,144,480,0,"21",tx,[21-50],français
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-11-19,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000460N",Princess Royale,Keyss,Grande-Bretagne,Angleterre,Douvres,,Passagers,,,,450,135,0,"20",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-11-13,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000703N",Liberty,Cornish,Grande-Bretagne,Angleterre,Douvres,,,,,,135,450,0,"12",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-07-04,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000742N",Peggy,"Ball, William",Grande-Bretagne,Angleterre,Hasting,,,,,,135,450,0,"12",tx,[1-20],britannique
Bretagne,Bretagne,France,,Lorient,Lorient,1787-07-18,Bruges,Etats de l'Empereur,Etranger,,Pays-Bas autrichiens,Autriche,"0007686N",Emelia Marguarita,"Visser, Jean Jansen",,,,,,,,,1 356,0,0,"144",tx,[101-200],hollandais
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-12-22,Hollande,Hollande,Etranger,,Hollande,Provinces-Unies,"0001586N",Jeune Wilelmine,"Owehand, Claas",Provinces-Unies,Hollande,Rotterdam,,Lest,,,,135,450,0,"30",tx,[21-50],hollandais
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-09-04,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000381N",Old Fortune,"Cock, Hadge",Grande-Bretagne,Angleterre,Folkestone,,,,,,450,135,0,"2",tx,[1-20],britannique
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-03-03,Brême,Quatre villes hanséatiques,Etranger,,,Brême,"0008192N",Jeune Henry,"Lampke, Johan",Brême,,Brême,,Vin,,,,9 540,2 385,2 250,"159",tx,[101-200],brémois
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-01-16,Ostende,Etats de l'Empereur,Etranger,,Pays-Bas autrichiens,Autriche,"0000452N",Poste d' Allemagne,"Dobbelaer, Jean",Autriche,Pays-Bas autrichiens,Ostende,,Laine,Café,Diverses marchandises,,450,135,0,"32",tx,[21-50],Pays-Bas autrichien
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-06-30,Hull,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000929N",Elisabeth,"Hubbert, Thomas",Grande-Bretagne,Angleterre,Hull,,,,,,450,135,0,"70",tx,[51-100],britannique
Normandie,Normandie,France,,Cherbourg,Cherbourg,1787-07-21,Guernesey,Angleterre,Etranger,,Iles anglo-normandes,Grande-Bretagne,"0006512N",Tartar,"Fauger, David",,,,,Diverses marchandises,,,,390,117,0,"12",tx,[1-20],britannique
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-01-22,Dublin,Angleterre,Etranger,,Irlande,Grande-Bretagne,"0007371N",Aimable Peggy,"Matheusson, Josué",Grande-Bretagne,Irlande,Dublin,,Eau-de-vie,Vin,,,600,3 105,1 950,"130",tx,[101-200],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-04-28,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000931N",Elisabeth,"Rainer, James",,,,,,,,,450,135,0,"12",tx,[1-20],britannique
Normandie,Normandie,France,,Cherbourg,Cherbourg,1787-05-10,Ostende,Etats de l'Empereur,Etranger,,Pays-Bas autrichiens,Autriche,"0001860N",Sept frères,"François, Thomas",,,,,Vaches,,,,390,117,0,"8",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-10-09,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000942N",Peggy,Flysher,,,,,,,,,135,450,0,"2",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-01-24,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001564N",Fortune,"Cock, Peter",Grande-Bretagne,Angleterre,Folkestone,,,,,,135,450,0,"12",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-09-12,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0007200N",Succes,Russel,,,,,,,,,450,135,0,"2",tx,[1-20],britannique
Normandie,Normandie,France,,Cherbourg,Cherbourg,1787-05-14,Kristiansand ,Danemark,Etranger,,Norvège,Danemark,"0001186N",Concorde,"Krog, Christian",Danemark,Norvège,Kristiansand ,,Lest,,,,540,1 800,0,"110",tx,[101-200],danois
Bretagne,Bretagne,France,,Brest,Roscoff,1787-04-25,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0006441N",Anne,"Testie, Jean",Grande-Bretagne,Angleterre,Fowey,,Eau-de-vie,,,,480,0,0,"8",tx,[1-20],britannique
Bretagne,Bretagne,France,,Saint-Malo,Saint-Malo,1787-04-11,"Terre-Neuve, île de",Angleterre,Etranger,,colonies britanniques d'Amérique,Grande-Bretagne,"0012736N",Saint André,"Astugue, Joseph",France,,Saint-Malo,Bretagne,Sel,Pêche à la morue,,,540,1 800,0,"260",tx,[201-500],français
Aunis-Saintonge-Poitou,Aunis,France,,La Rochelle,Tonnay-Charente,1787-06-05,Londres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0008486N",Tweed,"Finlay, George",Grande-Bretagne,Angleterre,Londres,,,,,,480,0,0,"125",tx,[101-200],britannique
Picardie,Picardie,France,,Calais,Calais,1787-11-20,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001068N",Henrietta,"Sayer, Thomas",Grande-Bretagne,Angleterre,Douvres,,,,,,450,135,540,"24",tx,[21-50],britannique
Picardie,Picardie,France,,Calais,Calais,1787-12-20,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001573N",Deligence,"Millen, Richard",Grande-Bretagne,Angleterre,Douvres,,,,,,450,135,900,"12",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-06-11,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0002288N",Betzy,"Barry, Thomas",Grande-Bretagne,Angleterre,Hasting,,,,,,135,450,0,"12",tx,[1-20],britannique
Normandie,Normandie,France,,Cherbourg,Cherbourg,1787-03-21,île de Wight,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001971N",Lionne,"Cherine, Pierre",,,,,Lest,,,,117,390,0,"8",tx,[1-20],britannique
Bretagne,Bretagne,France,,Nantes,Le Croisic,1787-06-02,"Terre-Neuve, île de",Angleterre,Etranger,,colonies britanniques d'Amérique,Grande-Bretagne,"0007868N",Carbonier,"Coward, Benjamin",,,,,Sel,,,,540,1 800,0,"180",tx,[101-200],britannique
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-04-20,Hambourg,Quatre villes hanséatiques,Etranger,,,Hambourg,"0007833N",Quatre Bons Amis,"Smidt, Landert",Hambourg,,Hambourg,,Vin,Sucre,,,10 710,28 080,600,"468",tx,[201-500],hambourgeois
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-04-01,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001522N",Old Shoë,Gowlder,,,,,,,,,450,135,0,"2",tx,[1-20],britannique
Aunis-Saintonge-Poitou,Saintonge,France,,Marennes,Marennes,1787-10-01,Middelbourg,Hollande,Etranger,,Zélande,Provinces-Unies,"0006841N",Dame Anna,"Freling, Cornelis",,,,,Sel,,,,480,144,0,"160",tx,[101-200],papenbourgeois
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-10-02,Ostende,Etats de l'Empereur,Etranger,,Pays-Bas autrichiens,Autriche,"0012892N",Maure,"Flemin, Jacob",Prusse,,Stettin,,Diverses marchandises,,,,19 800,2 250,8 100,"330",tx,[201-500],prussien
Picardie,Picardie,France,,Saint-Valéry-sur-Somme,Saint-Valery-sur-Somme,1787-04-19,Rotterdam,Hollande,Etranger,,Hollande,Provinces-Unies,"0002752N",Marie Antoinette,"Kragt, Michel",,,,,,,,,450,135,3 060,"85",tx,[51-100],hollandais
Bretagne,Bretagne,France,,Nantes,Le Croisic,1787-05-18,Bergue ,Danemark,Etranger,,Norvège,Danemark,"0008054N",Magdelaine Christine,"Friel, Herman",Danemark,Norvège,Bergue ,,Sel,,,,480,144,0,"80",tx,[51-100],danois
Normandie,Normandie,France,,Le Havre,Le Havre,1787-02-17,Glasgow,Angleterre,Etranger,,Ecosse,Grande-Bretagne,"0008686N",Jeame,"Gill, William",,,,,,,,,390,117,0,"256",tx,[201-500],britannique
Bretagne,Bretagne,France,,Brest,Roscoff,1787-07-17,Falmouth,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0011416N",Betsy,"Rouxel, John",Grande-Bretagne,Angleterre,Dartmouth,,Eau-de-vie,,,,480,1 080,0,"30",tx,[21-50],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-03-17,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001243N",Frères,"Caussey, Joseph",Grande-Bretagne,Angleterre,Douvres,,,,,,450,135,0,"12",tx,[1-20],britannique
Bretagne,Bretagne,France,,Lorient,Lorient,1787-04-20,Îles Féroé,Danemark,Etranger,,,Danemark,"0007571N",Etoile du matin,"Lynch, Denis",Grande-Bretagne,Irlande,Cork,,Eau-de-vie,Eau-de-vie,,,540,0,0,"26",tx,[21-50],britannique
Picardie,Picardie,France,,Calais,Calais,1787-05-15,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0006779N",Union,"Suston, David",Grande-Bretagne,Angleterre,Douvres,,,,,,450,135,2 250,"30",tx,[21-50],britannique
Provence,Provence,France,,Saint-Tropez,Saint-Tropez,1787-07-13,Levant,,Etranger,,,Empire ottoman,"0014552N",Sainte Claire,"Martin, Charles François",France,,Saint-Tropez,Provence,Lest,,,,0,0,0,"45",tx,[21-50],français
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-02-24,Londres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0003890N",Jeanne,"Carins, John",Grande-Bretagne,Angleterre,Londres,,Diverses marchandises,,,,450,135,0,"100",tx,[51-100],britannique
Guyenne,Guyenne,France,,Bayonne,Bayonne,1787-06-22,Hambourg,Quatre villes hanséatiques,Etranger,,,Hambourg,"0012533N",Bilbao,"Crosley, Samuel",Grande-Bretagne,Angleterre,Hull,,Brai,Vin,,,600,180,5 040,"140",tx,[101-200],britannique
Picardie,Picardie,France,,Calais,Calais,1787-11-29,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001068N",Henrietta,"Sayer, Thomas",Grande-Bretagne,Angleterre,Douvres,,,,,,450,1 800,135,"24",tx,[21-50],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-06-05,Alkborough,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000633N",Providence,"Killwich, Edward",Grande-Bretagne,Angleterre,Southwold,,Eau-de-vie,,,,135,450,0,"130",tx,[101-200],britannique
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-06-08,Königsberg / Kaliningrad,Prusse,Etranger,,,Prusse,"0009872N",Deux Freres,"Burman, Nicolas",Suède,,Karlshamn,,Vin,,,,2 250,2 139,3 900,"65",tx,[51-100],suédois
Normandie,Normandie,France,,Le Havre,Le Havre,1787-06-22,Calmar,Suède,Etranger,,,Suède,"0012740N",Catharina Ch.a,"Lagreyren, Olof",,,,,,,,,1 830,549,0,"150",tx,[101-200],suédois
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-04-11,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001675N",Deux Frères,"Holland, William",Grande-Bretagne,Angleterre,Folkestone,,,,,,450,135,0,"12",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-12-01,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000107N",Succes,Jery,,,,,,,,,135,450,0,"12",tx,[1-20],britannique
Aunis-Saintonge-Poitou,Aunis,France,,La Rochelle,Tonnay-Charente,1787-10-01,Amsterdam,Hollande,Etranger,,Hollande,Provinces-Unies,"0006551N",Jeune François,"Obber, Baulke",Provinces-Unies,Frise,Lemmer,,,,,,480,0,0,"140",tx,[101-200],hollandais
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-10-16,Ostende,Etats de l'Empereur,Etranger,,Pays-Bas autrichiens,Autriche,"0001270N",Paquet,"Janssen, Jacques",Autriche,Pays-Bas autrichiens,Ostende,,Goudron,,,,135,450,0,"50",tx,[21-50],Pays-Bas autrichien
Bretagne,Bretagne,France,,Nantes,Le Croisic,1787-09-25,Bergue ,Danemark,Etranger,,Norvège,Danemark,"0012269N",Dame Marie,"Heggerking, Frantz H.",Danemark,Norvège,Bergue ,,Sel,,,,480,144,0,"61",tx,[51-100],danois
