"region_depart","amiraute_depart","port_depart","outdate_fixed","port_destination","partner_balance_1789","partner_balance_supp_1789","ship_id","ship_name","captain_name","homeport_state_1789_fr","homeport_substate_1789_fr","homeport_toponyme_fr","homeport_province","commodity_standardized_fr","commodity_standardized2_fr","commodity_standardized3_fr","commodity_standardized4_fr","taxe_amount01","taxe_amount02","taxe_amount03","tonnage","tonnage_unit","tonnage_class"
Flandre,Dunkerque,Dunkerque,1787-04-16,Angleterre (destination simulée pour),Angleterre,Etranger,"0001009N",Courte Veste,"Empty, Humphry",Grande-Bretagne,Angleterre,Margate,,,,,,450,135,0,"12",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-01-07,Angleterre,Angleterre,Etranger,"0001987N",Good Intent,Bayly,,,,,,,,,450,135,0,"2",tx,[1-20]
Guyenne,Bayonne,Bayonne,1787-07-03,Bilbao,Espagne,Etranger,"0007882N",Notre Dame de Begogne,"Buture, Michel Tribino",Espagne,,Plencia,,Savon,,,,1 920,576,0,"25",tx,[21-50]
Picardie,Boulogne,Boulogne-sur-Mer,1787-04-04,Angleterre,Angleterre,Etranger,"0001973N",Fortune,"Parish, Bob",,,,,,,,,135,450,0,"2",tx,[1-20]
Normandie,Le Havre,Le Havre,1787-09-10,Åsgårdstrand ,Danemark,Etranger,"0014037N",Helena Maria,"Kneldsen, Lars",,,,,,,,,1 830,549,0,"88",tx,[51-100]
Guyenne,Bordeaux,Bordeaux,1787-09-07,Västervik,Suède,Etranger,"0003107N",Calmar,"Jansson, Petter",Suède,,Västervik,,Lest,,,,2 025,2 250,3 600,"60",tx,[51-100]
Picardie,Calais,Calais,1787-05-19,Douvres,Angleterre,Etranger,"0000796N",Association,"Barber, John",Grande-Bretagne,Angleterre,Douvres,,,,,,2 400,135,720,"32",tx,[21-50]
Flandre,Dunkerque,Dunkerque,1787-02-26,Angleterre (destination simulée pour),Angleterre,Etranger,"0001123N",Pigeon,"Dyer, James",Grande-Bretagne,Angleterre,Burnham,,,,,,135,450,0,"12",tx,[1-20]
Normandie,Cherbourg,Diélette,1787-10-18,Guernesey,Angleterre,Etranger,"0000281N",Judith,"Lesebirelle, Siméon",,,,,Diverses marchandises,,,,390,0,0,"2",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-12-07,Angleterre,Angleterre,Etranger,"0000744N",Liberty,"Hammond, Thomas",Grande-Bretagne,Angleterre,Douvres,,Passagers,,,,135,450,0,"20",tx,[1-20]
Normandie,Rouen,Rouen,1787-05-18,Hambourg,Quatre villes hanséatiques,Etranger,"0000133N",Paix,"Dauker, Loer",Hambourg,,Hambourg,,,,,,390,117,4 248,"118",tx,[101-200]
Flandre,Dunkerque,Dunkerque,1787-06-15,Sunderland,Angleterre,Etranger,"0000435N",Jean et Elisabeth,"Smith, Jean",Grande-Bretagne,Angleterre,Sunderland,,,,,,135,450,0,"95",tx,[51-100]
Provence,Saint-Tropez,Saint-Tropez,1787-09-01,Nice,,Etranger,"0014431N",Sainte Croix,"Lambert, Pierre Jean",France,,Sainte-Maxime,Provence,Lest,,,,0,0,0,"17",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-07-10,Angleterre (destination simulée pour),Angleterre,Etranger,"0002853N",Meme,"Shepherd, John",Grande-Bretagne,Angleterre,Deal,,,,,,135,450,0,"12",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-08-28,Shetland,Angleterre,Etranger,"0000226N",Saint Pierre,"Damman, Charles",France,,Dunkerque,Flandre,Ustensiles de pêche,,,,135,450,0,"30",tx,[21-50]
Guyenne,Bordeaux,Bordeaux,1787-04-23,Libau,,Etranger,"0009135N",Dame Alida,"Menser, Folkert",,,,,Vin,Café,Café,Café,2 325,4 161,2 250,"155",tx,[101-200]
Guyenne,Bordeaux,Bordeaux,1787-10-18,Dublin,Angleterre,Etranger,"0007658N",Paquebot de Bordeaux,"Gifford, Samuel",Grande-Bretagne,Irlande,Dublin,,Vin,Eau-de-vie,Eau-de-vie,Eau-de-vie,3 285,2 070,8 280,"138",tx,[101-200]
Picardie,Calais,Calais,1787-07-08,Douvres,Angleterre,Etranger,"0000795N",Hardwick,"Clarck, Edouard",Grande-Bretagne,Angleterre,Douvres,,,,,,135,2 400,720,"32",tx,[21-50]
Picardie,Calais,Calais,1787-03-10,Douvres,Angleterre,Etranger,"0000976N",Prince,"Ratcliff, Thomas",Grande-Bretagne,Angleterre,Douvres,,,,,,450,720,135,"32",tx,[21-50]
Picardie,Calais,Calais,1787-03-23,Kristiansand ,Danemark,Etranger,"0016238N",Emanuel,"Davidsen, William",Danemark,Norvège,Kristiansand ,,,,,,2 700,135,9 000,"120",tx,[101-200]
Flandre,Dunkerque,Dunkerque,1787-12-06,Angleterre (destination simulée pour),Angleterre,Etranger,"0001672N",Fancy,"Janes, Morris",,,,,,,,,135,450,0,"12",tx,[1-20]
Guyenne,Bayonne,Bayonne,1787-04-07,Copenhague ,Danemark,Etranger,"0013474N",Soeurs,"Bons, Jeppe Olsons",Danemark,,Elseneur ,,Vin,,,,576,1 920,4 680,"130",tx,[101-200]
Picardie,Boulogne,Boulogne-sur-Mer,1787-07-12,Londres,Angleterre,Etranger,"0000967N",Saint Augustin,"Hornay, Nicolas",France,,Boulogne-sur-Mer,Picardie,Lest,,,,135,450,0,"33",tx,[21-50]
Picardie,Calais,Calais,1787-10-17,Deal,Angleterre,Etranger,"0000496N",Bonne Intention,"Carish, John",Grande-Bretagne,Angleterre,Deal,,,,,,150,135,45,"2",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-05-03,Angleterre,Angleterre,Etranger,"0000548N",Speedwell,Pope,Grande-Bretagne,Angleterre,Douvres,,,,,,450,135,0,"2",tx,[1-20]
Picardie,Calais,Calais,1787-11-05,Rye,Angleterre,Etranger,"0000612N",Liberté,"Oliver, John",Grande-Bretagne,Angleterre,Rye,,,,,,270,135,900,"12",tx,[1-20]
Bretagne,Brest,Roscoff,1787-02-05,Mount's Bay,Angleterre,Etranger,"0012338N",Mari,"Johns, Pierre",Grande-Bretagne,Angleterre,Mount's Bay,,Eau-de-vie,,,,480,0,0,"20",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-12-13,Angleterre (destination simulée pour),Angleterre,Etranger,"0000517N",Wilks,"Walker, George",Grande-Bretagne,Angleterre,Faversham,,,,,,135,450,0,"12",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-08-06,Douvres,Angleterre,Etranger,"0000902N",Duc d' Orléans,"Cornu, Robert",France,,Boulogne-sur-Mer,Picardie,Passagers,,,,135,450,0,"30",tx,[21-50]
Guyenne,Bordeaux,Bordeaux,1787-02-08,Zierikzee,Hollande,Etranger,"0008175N",Jeune Marinus,"Vander, Gilles",Provinces-Unies,Zélande,Zierikzee,,Diverses marchandises,Vin,Vin,Vin,9 120,3 600,2 280,"152",tx,[101-200]
Normandie,Barfleur,Barfleur,1787-09-10,Angleterre,Angleterre,Etranger,"0001405N",Sirène,"Auvray, Nicolas",France,,Barfleur,Normandie,Lest,,,,117,390,0,"18",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-06-16,Angleterre,Angleterre,Etranger,"0002324N",Traveller,Warman,Grande-Bretagne,Angleterre,Folkestone,,,,,,135,450,0,"2",tx,[1-20]
Picardie,Calais,Calais,1787-08-25,Deal,Angleterre,Etranger,"0000496N",Bonne Intention,"Taylor, John",Grande-Bretagne,Angleterre,Deal,,,,,,150,135,45,"2",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-04-07,Angleterre,Angleterre,Etranger,"0001628N",Lively,Foreman,,,,,,,,,450,135,0,"2",tx,[1-20]
Picardie,Calais,Calais,1787-03-15,Séville,Espagne,Etranger,"0002133N",Conception,"de Mesperusa, Pedro",Espagne,,Bilbao,,,,,,6 750,135,2 025,"90",tx,[51-100]
Picardie,Calais,Calais,1787-05-24,Douvres,Angleterre,Etranger,"0000747N",Expres,"Samson, Brook",Grande-Bretagne,Angleterre,Douvres,,,,,,2 250,135,675,"30",tx,[21-50]
Normandie,Rouen,Rouen,1787-05-25,Amsterdam,Hollande,Etranger,"0014028N",Dame Gezine,"Masker, Jan Harnus",,,,,,,,,820,2 736,117,"76",tx,[51-100]
Normandie,Dieppe,Dieppe,1787-08-03,Brighton,Angleterre,Etranger,"0000974N",Prince Guillaume Henry,"Wight, John",,,,,,,,,390,117,0,"50",tx,[21-50]
Guyenne,Bayonne,Bayonne,1787-04-04,Saint-Sébastien,Espagne,Etranger,"0010516N",Persévérance,"Seloul, Willem",Grande-Bretagne,Iles anglo-normandes,Jersey,,Brai,,,,180,600,2 160,"60",tx,[51-100]
Aunis-Saintonge-Poitou,Marennes,Marennes,1789-01-27,Amsterdam,Hollande,Etranger,,Prospérité,"Gochel, Turus",Provinces-Unies,Hollande,Amsterdam,,Vin,,,,480,0,0,"150",tx,[101-200]
Bretagne,Nantes,Nantes,1787-02-01,Côte d'Afrique [de l'Ouest],,Sénégal et Guinée,"0012665N",Okro,de Kechu,France,,Nantes,Bretagne,,,,,12 600,3 780,0,"102",tx,[101-200]
Provence,Saint-Tropez,Saint-Tropez,1787-03-06,Nice,,Etranger,"0014570N",Heureux Joseph,"Tallon, Félix",France,,Saint-Tropez,Provence,,,,,0,0,0,"2",tx,[1-20]
Bretagne,Brest,Roscoff,1787-06-19,Helford,Angleterre,Etranger,"0012290N",Betsy,"Bucqueal, William",Grande-Bretagne,Angleterre,Helford,,Eau-de-vie,,,,90,480,0,"2.5",tx,[1-20]
Bretagne,Saint-Malo,Saint-Malo,1787-04-25,Amsterdam,Hollande,Etranger,"0012196N",Elizabeth,"Porthuis, James",Provinces-Unies,Hollande,Amsterdam,,Sucre,,,,144,480,0,"90",tx,[51-100]
Picardie,Saint-Valéry-sur-Somme,Saint-Valery-sur-Somme,1787-09-26,Londres,Angleterre,Etranger,"0001445N",Hermansine,"Lamy, Nicolas",France,,Saint-Valery-sur-Somme,Picardie,,,,,450,1 248,135,"52",tx,[51-100]
Isles de Corse,Bastia,Bastia,1787-05-12,Mer Mediterranée,,Etranger,"0007895N",Carthaginoise,"Marini, Jean André",,,,,,,,,2 400,0,0,,,
Bretagne,Nantes,Nantes,1787-07-16,Dordrecht ,Hollande,Etranger,"0012075N",Dame Elsina,"Drik, Jean",Provinces-Unies,Groningue,Oude Pekela,,,,,,480,144,0,"90",tx,[51-100]
Guyenne,Bordeaux,Bordeaux,1787-04-03,Brême,Quatre villes hanséatiques,Etranger,"0009288N",Dame Catherine,"Wiebgen, Claus",Brême,,Brême,,Café,Vin,Vin,Vin,2 925,5 064,11 700,"195",tx,[101-200]
Picardie,Calais,Calais,1787-07-23,Douvres,Angleterre,Etranger,"0004084N",Princesse,"Ratcliff, John",Grande-Bretagne,Angleterre,Douvres,,,,,,135,2 550,765,"34",tx,[21-50]
Flandre,Dunkerque,Dunkerque,1787-02-13,Vlaardingen,Hollande,Etranger,"0002991N",Jeune Cornil,"Maesdick, Dirk",Provinces-Unies,Hollande,Vlaardingen,,,,,,450,135,0,"12",tx,[1-20]
Guyenne,Bordeaux,Bordeaux,1787-07-05,Dublin,Angleterre,Etranger,"0001508N",Hopewel,"Kelly, Nicolas",Grande-Bretagne,Irlande,Dublin,,Diverses marchandises,Vin,Vin,Vin,600,3 849,9 780,"163",tx,[101-200]
Bretagne,Nantes,Le Croisic,1787-03-09,Uddevalla,Suède,Etranger,"0013203N",Marie Hélène,"Wickstrom, Anders",Suède,,Uddevalla,,Sel,,,,480,144,0,"80",tx,[51-100]
Aunis-Saintonge-Poitou,La Rochelle,La Flotte-en-Ré,1789-04-07,Brême,Quatre villes hanséatiques,Etranger,,Speculation,"Kavinghoste, Gerret",Brême,,Brême,,Vinatérie,Lest,Lest,Lest,480,0,0,"115",tx,[101-200]
Guyenne,Bordeaux,Bordeaux,1787-03-20,Newcastle,Angleterre,Etranger,"0010476N",Nancys,"Brown, Peter",Grande-Bretagne,Angleterre,Newcastle,,Lest,,,,4 680,600,3 000,"200",tx,[101-200]
Guyenne,Bordeaux,Bordeaux,1787-12-10,Amsterdam,Hollande,Etranger,"0013321N",Nieuwe Sous Keet,"Kuiper, Jan Claasse",Provinces-Unies,Hollande,Amsterdam,,Sucre,Vin,Vin,Vin,600,2 001,4 860,"81",tx,[51-100]
Normandie,Fécamp,Fécamp,1787-11-09,Londres,Angleterre,Etranger,"0001589N",Marie,"Palfray, Jean",,,,,,,,,390,117,0,"50",tx,[21-50]
Picardie,Calais,Calais,1787-09-23,Douvres,Angleterre,Etranger,"0001251N",Bonne Intention,"Morton, J.",Grande-Bretagne,Angleterre,Douvres,,,,,,150,135,45,"2",tx,[1-20]
Bretagne,Nantes,Nantes,1787-07-11,Brême,Quatre villes hanséatiques,Etranger,"0008273N",Jeune Jean,"Wagler, Hendrik",Brême,,Brême,,,,,,480,144,0,"174",tx,[101-200]
Guyenne,Bordeaux,Bordeaux,1787-11-03,Hambourg,Quatre villes hanséatiques,Etranger,"0012644N",Triptolemus,"Hillers, Johan Andreas",Hambourg,,Hambourg,,Café,Sucre,Sucre,Sucre,22 620,5 655,600,"377",tx,[201-500]
Bretagne,Saint-Malo,Saint-Malo,1787-05-08,"Terre-Neuve, île de",Angleterre,Etranger,"0009706N",Louise Marie,"Cavoleau, François",France,,Granville,Normandie,Pêche à la morue,Sel,Sel,Sel,540,1 800,0,"150",tx,[101-200]
Normandie,Le Havre,Le Havre,1787-04-25,Hambourg,Quatre villes hanséatiques,Etranger,"0010550N",William Elisabeth,"Bolck, Magnus",,,,,,,,,390,117,0,"63",tx,[51-100]
Picardie,Boulogne,Boulogne-sur-Mer,1787-10-09,Angleterre,Angleterre,Etranger,"0000942N",Peggy,Flysher,,,,,,,,,135,450,0,"2",tx,[1-20]
Bretagne,Lorient,Lorient,1787-03-21,"Portsmouth, VA,",Etats-Unis,Etranger,"0014190N",Endeuver,"Rally, John",Etats-Unis d'Amérique,Virginie,"Portsmouth, VA,",,Sel,,,,2 484,0,0,"115",tx,[101-200]
Isles de Corse,Ajaccio,Ajaccio,1787-05-19,Italie,,Etranger,"0012986N",Annonciation,"Carlone, Joseph",,,,,,,,,600,0,0,,,
Guyenne,Bordeaux,Bordeaux,1787-08-22,La Corogne,Espagne,Etranger,"0010999N",Aimable Xaviere,"de Ballandia, Joseph",Espagne,,Saint-Sébastien,,Farine,Diverses marchandises,Diverses marchandises,Diverses marchandises,2 700,1 800,7 200,"120",tx,[101-200]
Picardie,Calais,Calais,1787-08-21,Douvres,Angleterre,Etranger,"0000740N",Pitt,"Sharp, William",Grande-Bretagne,Angleterre,Douvres,,,,,,2 250,135,675,"30",tx,[21-50]
Picardie,Boulogne,Boulogne-sur-Mer,1787-12-18,Angleterre,Angleterre,Etranger,"0003258N",Dove,Bowlts,,,,,,,,,135,450,0,"2",tx,[1-20]
Normandie,Cherbourg,Cherbourg,1787-09-07,Newcastle,Angleterre,Etranger,"0007199N",Heureux Accroissement,"Longbottom, André",,,,,Lest,,,,117,390,0,"190",tx,[101-200]
Guyenne,Bordeaux,Bordeaux,1787-02-08,Amsterdam,Hollande,Etranger,"0006547N",Saint Antoine,"Janz, Gerris",Provinces-Unies,Hollande,Amsterdam,,Vin,Sucre,Sucre,Sucre,600,9 000,2 250,"150",tx,[101-200]
Flandre,Dunkerque,Dunkerque,1787-12-17,Angleterre (destination simulée pour),Angleterre,Etranger,"0012923N",Rodney,"Geukin, Evan",Grande-Bretagne,Angleterre,Douvres,,,,,,450,135,0,"12",tx,[1-20]
Normandie,Le Havre,Le Havre,1787-09-26,Amsterdam,Hollande,Etranger,"0013196N",De Vrow Janna,"Deddes, Jan",,,,,,,,,117,390,0,"81",tx,[51-100]
Picardie,Boulogne,Boulogne-sur-Mer,1787-12-04,Angleterre,Angleterre,Etranger,"0001298N",Pleasure Boat,Fowler,,,,,,,,,135,450,0,"2",tx,[1-20]
Picardie,Calais,Calais,1787-03-14,Ostende,Etats de l'Empereur,Etranger,"0001291N",Demoiselle Cécile,"Fervack, Michel",France,,Dunkerque,Flandre,,,,,135,1 875,564,"25",tx,[21-50]
Flandre,Dunkerque,Dunkerque,1787-07-31,Angleterre (destination simulée pour),Angleterre,Etranger,"0000725N",Buzy,"Wooton, Henry",Grande-Bretagne,Angleterre,Whistable,,,,,,135,450,0,"12",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-06-16,Angleterre,Angleterre,Etranger,"0000705N",Friend Goodwill,"Farberas,  William",Grande-Bretagne,Angleterre,Whistable,,,,,,135,450,0,"2",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-09-13,Angleterre (destination simulée pour),Angleterre,Etranger,"0001859N",Speedwell,"Parsons, Barnett",Grande-Bretagne,Angleterre,Deal,,,,,,135,450,0,"12",tx,[1-20]
Normandie,Fécamp,Fécamp,1787-05-06,Grands Bancs de Terre-Neuve,,Etranger,"0003982N",Euphémie,"Sandillo, François",,,,,Pêche à la morue,,,,549,1 830,0,"35",tx,[21-50]
Guyenne,Bayonne,Bayonne,1787-06-22,Carril,Espagne,Etranger,"0008517N",Saint Nicolas,"Loxo, André",Espagne,,Mouros,,Brai,Eau-de-vie,Eau-de-vie,Eau-de-vie,1 920,576,0,"8",tx,[1-20]
Bretagne,Nantes,Nantes,1787-04-28,Côte d'Angole,Portugal,Etranger,"0009029N",Georges,"Berthraud, Etienne",France,,Nantes,Bretagne,,,,,0,0,0,"486",tx,[201-500]
Guyenne,Bordeaux,Bordeaux,1787-09-14,Newry,Angleterre,Etranger,"0002548N",Kingston,"Wolfe, John",Grande-Bretagne,Irlande,Galway,,Vin,Diverses marchandises,Diverses marchandises,Diverses marchandises,765,1 329,3 060,"51",tx,[51-100]
Picardie,Boulogne,Boulogne-sur-Mer,1787-09-26,Angleterre,Angleterre,Etranger,"0007452N",Liberty,Oliver,,,,,Passagers,,,,450,135,0,"20",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-10-25,Angleterre,Angleterre,Etranger,"0001987N",Good Intent,Noris,,,,,,,,,450,135,0,"2",tx,[1-20]
Normandie,Le Havre,Le Havre,1787-04-26,Newcastle,Angleterre,Etranger,"0004511N",Richard,"Wilson, Richard",,,,,,,,,117,390,0,"191",tx,[101-200]
Normandie,Port-Bail,Port-Bail,1787-06-06,Jersey,Angleterre,Etranger,"0001490N",Elisabeth,"Le Gros, Philippe",,,,,,,,,390,0,0,"2",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-06-07,Angleterre,Angleterre,Etranger,"0000729N",Liberty,Wood,,,,,,,,,450,135,0,"2",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-07-08,Angleterre,Angleterre,Etranger,"0003205N",Nancy,"Baker, Dick",,,,,,,,,450,135,0,"2",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-03-30,Islande,,Etranger,"0003311N",Saint Pierre,"Deurte, Jacques",France,,Dunkerque,Flandre,Sel,Pêche à la morue,Pêche à la morue,Pêche à la morue,2 250,675,0,"40",tx,[21-50]
Flandre,Dunkerque,Dunkerque,1787-12-17,Angleterre (destination simulée pour),Angleterre,Etranger,"0000061N",Hirondelle,"Middleton, John",Grande-Bretagne,Angleterre,Douvres,,,,,,135,450,0,"12",tx,[1-20]
Normandie,Dieppe,Dieppe,1787-06-19,Brighton,Angleterre,Etranger,"0000746N",Prince de Galles,"Burton, Samuel",,,,,,,,,117,390,0,"40",tx,[21-50]
Normandie,Le Havre,Le Havre,1787-03-30,Côte d'Angole,Portugal,Etranger,"0009488N",Rosalie,"Lamoisse, Jean Baptiste",,,,,,,,,1 830,549,0,"217",tx,[201-500]
Normandie,Dieppe,Dieppe,1787-10-06,Brighton,Angleterre,Etranger,"0000158N",Charmante Sally,"Winter, Henry",,,,,,,,,117,390,0,"10",tx,[1-20]
Normandie,Le Havre,Le Havre,1787-10-16,Alicante,Espagne,Etranger,"0013719N",Dilligence de Cadix,"Delaroques, Jean Baptiste",,,,,,,,,549,1 830,0,"160",tx,[101-200]
Guyenne,Bordeaux,Bordeaux,1787-03-03,Amsterdam,Hollande,Etranger,"0012618N",Poisson d' Or,"Wisser, Anne Andries",Provinces-Unies,Hollande,Amsterdam,,Vin,,,,600,10 680,2 670,"178",tx,[101-200]
Guyenne,Bayonne,Bayonne,1787-12-13,Saint-Sébastien,Espagne,Etranger,"0008671N",Saint Pierre,"Diparaguerre, Jean",France,,Saint-Jean-de-Luz ,Guyenne,Sucre,,,,144,480,0,"22",tx,[21-50]
Picardie,Calais,Calais,1787-05-18,Deal,Angleterre,Etranger,"0001251N",Bonne Intention,Thirald,Grande-Bretagne,Angleterre,Douvres,,,,,,135,150,45,"2",tx,[1-20]
Normandie,Le Havre,Le Havre,1787-10-17,Portsmouth,Angleterre,Etranger,"0006916N",Gosport et Havre Packett,"Wilson, William",,,,,,,,,117,390,0,"84",tx,[51-100]
Flandre,Dunkerque,Dunkerque,1787-09-12,Angleterre (destination simulée pour),Angleterre,Etranger,"0001121N",Pinck,"Dyer, John",Grande-Bretagne,Angleterre,Burnham,,,,,,135,450,0,"12",tx,[1-20]
Aunis-Saintonge-Poitou,Marennes,Marennes,1789-08-14,Königsberg / Kaliningrad,Prusse,Etranger,"0003065N",Griffon,"Cornelissen, Pieter",Provinces-Unies,Zélande,Middelbourg,,Sel,,,,1 800,0,0,"189",tx,[101-200]
Flandre,Dunkerque,Dunkerque,1787-11-19,Angleterre (destination simulée pour),Angleterre,Etranger,"0001313N",Liberté,"Snaller, Abraham",Grande-Bretagne,Angleterre,Deal,,Diverses marchandises,,,,135,450,0,"12",tx,[1-20]
Normandie,Rouen,Rouen,1787-09-20,Rotterdam,Hollande,Etranger,"0014168N",Deux Freres,"Moiska, Jan Albert",,,,,,,,,390,117,0,"78",tx,[51-100]
Bretagne,Nantes,Nantes,1787-04-14,Stettin,Prusse,Etranger,"0009124N",Prosperité,"Willerm, Albert",Prusse,,Norden,,,,,,480,144,0,"170",tx,[101-200]
Picardie,Boulogne,Boulogne-sur-Mer,1787-08-16,Angleterre,Angleterre,Etranger,"0003566N",Polly & Molly,Daniel,,,,,,,,,450,135,0,"2",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-03-19,Hollande,Hollande,Etranger,"0002991N",Jeune Cornelis,"Maasdick, Dick",Provinces-Unies,Hollande,Vlaardingen,,Lest,,,,450,135,0,"12",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-09-25,Sunderland,Angleterre,Etranger,"0000583N",Kent,"May, Jean",Grande-Bretagne,Angleterre,Sunderland,,,,,,135,450,0,"145",tx,[101-200]
Flandre,Dunkerque,Dunkerque,1787-05-15,Angleterre (destination simulée pour),Angleterre,Etranger,"0003971N",Amitié en Commerce,"Sarois, Jean",Grande-Bretagne,Angleterre,Londres,,,,,,450,135,0,"12",tx,[1-20]
Picardie,Calais,Calais,1787-07-07,Ramsgate,Angleterre,Etranger,"0003773N",Thomas & Sally,Pamer,Grande-Bretagne,Angleterre,Ramsgate,,,,,,135,150,45,"2",tx,[1-20]
Bretagne,Brest,Roscoff,1787-08-08,Cawsand,Angleterre,Etranger,"0010513N",Actiff,"Piers, Isaac",Grande-Bretagne,Angleterre,Cawsand,,Eau-de-vie,,,,480,0,0,"50",tx,[21-50]
Normandie,Rouen,Rouen,1787-04-25,Saint-Pétersbourg,Russie,Etranger,"0013943N",Warwara,"Haider, Hendrick",,,,,,,,,1 512,5 040,549,"140",tx,[101-200]
Picardie,Calais,Calais,1787-05-29,Douvres,Angleterre,Etranger,"0000127N",Paix,"Dunez, Jean",France,,Calais,Picardie,,,,,135,450,0,,,
Picardie,Boulogne,Boulogne-sur-Mer,1787-05-16,Angleterre,Angleterre,Etranger,"0001411N",Two Brothers,"Bassan, Dick",,,,,,,,,135,450,0,"2",tx,[1-20]
Picardie,Calais,Calais,1787-07-22,Deal,Angleterre,Etranger,"0003393N",Esperance,"Forman, Thomas",Grande-Bretagne,Angleterre,Deal,,,,,,150,135,45,"2",tx,[1-20]
Guyenne,Bayonne,Bayonne,1787-10-15,Bilbao,Espagne,Etranger,"0007058N",Marianne,"Halzonet, Pierre",France,,Saint-Jean-de-Luz ,Guyenne,Goudron,Brai,Brai,Brai,144,480,0,"28",tx,[21-50]
Aunis-Saintonge-Poitou,Sables-d’Olonne,Noirmoutier,1789-07-24,Mer Baltique,,Etranger,,Dezelast,"Blanck, Martein",Prusse,,Königsberg / Kaliningrad,,Sel,,,,480,0,0,"195",tx,[101-200]
Roussillon,Collioure,Collioure,1787-12-17,Catalogne,Espagne,Etranger,"0011359N",Saint Antoine,"Roux, Raymond",,,,,Lest,,,,18,60,0,"3",tx,[1-20]
Normandie,Le Havre,Le Havre,1787-10-02,Gand,Etats de l'Empereur,Etranger,"0001273N",Six Freres,"Antony, Paulus",Autriche,Pays-Bas autrichiens,Ostende,,,,,,390,117,0,"69",tx,[51-100]
Flandre,Dunkerque,Dunkerque,1787-09-20,Angleterre (destination simulée pour),Angleterre,Etranger,"0009858N",Bonne Intention,"Freeman, Thomas",Grande-Bretagne,Angleterre,Harwich,,,,,,135,450,0,"12",tx,[1-20]
Canada,Saint-Pierre-et-Miquelon,Saint-Pierre-et-Miquelon,1787-06-27,îles de la Madeleine,Angleterre,Etranger,"0002847N",Magdelaine,"Boudrot, Louis",,,,,,,,,1 800,0,0,"30",tx,[21-50]
Normandie,Le Havre,Le Havre,1787-07-03,Cadix,Espagne,Etranger,"0008614N",Victoire,"Hebert, Jean",,,,,,,,,117,390,0,"126",tx,[101-200]
Picardie,Boulogne,Boulogne-sur-Mer,1787-12-04,Angleterre,Angleterre,Etranger,"0000548N",Speedwell,Kenney,Grande-Bretagne,Angleterre,Douvres,,,,,,450,135,0,"2",tx,[1-20]
Aunis-Saintonge-Poitou,La Rochelle,Tonnay-Charente,1789-02-27,Guernesey,Angleterre,Etranger,,Général Eliot,"Le Ruez, Philippe",Grande-Bretagne,Iles anglo-normandes,Guernesey,,,,,,480,0,0,"142",tx,[101-200]
Provence,Saint-Tropez,Saint-Tropez,1787-09-22,Levant,,Etranger,"0014538N",Actif,"Martin, Pierre",France,,Saint-Tropez,Provence,Lest,,,,0,0,0,"150",tx,[101-200]
Flandre,Dunkerque,Dunkerque,1787-03-08,Angleterre (destination simulée pour),Angleterre,Etranger,"0000798N",Amitié,"Wiseman, Eliah",Grande-Bretagne,Angleterre,Burnham,,,,,,135,450,0,"12",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-03-13,Angleterre,Angleterre,Etranger,"0001973N",Fortune,"Fartley, Thomas",,,,,,,,,135,450,0,"2",tx,[1-20]
Isles de Corse,Ajaccio,Ajaccio,1787-04-26,Italie,,Etranger,"0009390N",Sainte Marie,"Querisola, François",,,,,,,,,1 200,0,0,,,
Picardie,Boulogne,Boulogne-sur-Mer,1787-09-20,Angleterre,Angleterre,Etranger,"0000745N",Henniker,"Hammond, Robert",Grande-Bretagne,Angleterre,Douvres,,Passagers,,,,135,450,0,"12",tx,[1-20]
Picardie,Calais,Calais,1787-12-27,Douvres,Angleterre,Etranger,"0001373N",Necker,"Amond, Robert",Grande-Bretagne,Angleterre,Douvres,,,,,,135,900,270,"12",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-12-18,Angleterre (destination simulée pour),Angleterre,Etranger,"0000931N",Elisabeth,"Rainer, James",,,,,,,,,135,450,0,"12",tx,[1-20]
Guyenne,Bordeaux,Bordeaux,1787-04-23,Fanø ,Danemark,Etranger,"0006433N",Haabet,"Martensen, Jens",Danemark,,Fanø ,,Diverses marchandises,Vin,Vin,Vin,3 480,870,2 250,"58",tx,[51-100]
